,댓글 작성자,댓글,좋아요 개수,하트 유/무
1458,대비,매달이 목적인가요?매달이 있으면 뭐하게요? 김연아는 단 예술성과 즐거움을 주기 위한 무대 였을뿐 입니다,0,없음
1459,밥먹었어? - Did you eat?,"이때부터 우리의 적은 일본, 북한에서 러시아가 포함되었다",0,없음
1460,참 어질어질하다 그쵸?,심지어 금메달딴사람 실수하지않음?,0,없음
1461,니나잘해,소트니코바가 나중에 발전이 없었던건 결국 정당하지 못한 결과때문이 아닐까 싶다,0,없음
1462,john lee,김연아한텐 잘됐음 너무 커리어 완벽하면 남은 인생 너무 부담됨 ㅋㅋㅋ,1,없음
1463,ᄋᄋᄋᄂᄂ,진짜 존나 ㅂㄷㅂㄷ하다 ㄹㅇ,1,없음
1464,황두환,대한민국이 약소국 이란걸 느끼게한 순간..,0,없음
1465,내면의평화,그냥 김연아 선수는 멋있고  러시아선수는 추하다,0,없음
1466,LEE,아니 이 좋은 영상을 왜 시간 늘릴려고 앞영상 붙히기 하냐고,0,없음
1467,Joon Lee,올림픽 역사 상 가장 더러운 금메달 가져봤자 다시는 제대로 된 시합에 출전도 못하고 불명예 스럽게 숨어 지내다 조용히 은퇴하고 사라진 소트니코바.,0,없음
1468,Pingueee Jeong,형광나방님은 올림픽 전과 후로 수상 경력이 하나도 없데여 그리구 갑자기 은퇴 선언 하고 ㅋㅎㅎㅎㅋㅋㅋㅋㅎㅋㅋ 저 영상에 대놓고 심사위원이랑 포옹 하는 건 또 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋ 양심 수프에다 말아먹었엉,0,없음
1469,하세얀,이것보다 얼마나 더 잘해야함 ;;;,0,없음
1470,사람,오우 진짜,0,없음
1471,톰브라웅,아 내가 저때 러시아가서 소트니코바 장도리로 두개골 존나 팼으면 열사되는건대 아깝다,0,없음
1472,Rhea,소트니코바 금메달 땄는데 사람들 표정봐 ㅋㅋㅋㅋㅋㅋ 아무도 박수치는 사람이 없음 지들만 기뻐서 난리부르스.,0,없음
1473,민철,2020년에 보는데도 열받네,0,없음
1474,봉인된큐큐,누구도 탓 하지마라 먼 훗날 역사가심판할것이다 니나노~~,1,없음
1475,이준호,어떡해 나라가 힘이 없는데 김연아가 국적이 미국이였어봐 이런일 일어나나,0,없음
1476,ᄋᄆᄋ,이거 듣는데 머리 안쪽에서 소리가 난다,0,없음
1477,ᄋᄇᄋ,진짜 소트니코바는 개빡친다 다시봐도 하 ... 아니 애초에 마오한테도 개털릴 실력 갖고있으면서 1등 하는게 말이냐 ㅋㅋㅋㅋㅋ,0,없음
1478,슈뢰딩거 방정식,저런게  이런 종류의 스포츠들의 한계임 예술점수라는 핑계로 온갖 수작질이 난무함,0,없음
1479,소라_p,ㅋㅋㅋㅋㅋㅋㅋㅋ어떤 댓글 ㅈㄴ 웃기닼ㅋㅋ 이 영상 와서 갑자기 러시아는 위대하다 ㅇㅈㄹㅋㅋㅋ,1,없음
1480,andib jzonan,금메달 꿀떡하고 은퇴 ㅋㅋㅋㅋㅋ,0,없음
1481,ᄒᄒ,ㅋㅋㅋㅋ근데 저렇게 금메달 얻어서 얻는게 명예임? 오히려 지들 명성만 더럽혓지,0,없음
1482,Qwert Qwert,"진짜 이때 개씨발 에바쎄바 아직도 빡치네,,,우리의 킹연아 ㅜㅜㅜㅜㅜㅜ",0,없음
1483,참모부계원,2020년에도 빡치고 갑니다,0,없음
1484,크레토스,"월드컵이나, 올림픽은 동양인들한테 불리하지.",0,없음
1485,응답하라2007,채점경기는 올림픽에서 전부 빼야한다고 본다 국가의 입금 돈질로 결정되는 더러운 종목임,0,없음
1486,파블로프의 개,마지막 경기를 이렇게 보내니까 더 엿같은거임,0,없음
1487,이름없음,유럽공주 예롤가지고 있는 이탈리아도 저렇게말하네,0,없음
1488,SFT_VENTUS,이거 소리 최대로 키워보셈 ㅋㅋㅋㄱ,1,없음
1489,지나가던 나그네,나같아도 김연아가 외국사람이고 소트니코바가 우리나라 사람이였더라도 욕했다 ㄹㅇ,0,없음
1490,따라쟁이 토끼,2020년한번 빡치고 갑니다,0,없음
1491,ㅢ,솔직히 소트니코바도 알텐데 자기는 금메달이 아니라는걸 근데 좋아서 난리치는걸 보니까 진짜 역겹다,0,없음
1492,ᄋᄋ,이정도면 러시아가 노이즈 마케팅 한 거라고 볼 수 있다.. ㄹㅇ .. 덕분에 한국인들은 형광나방을 모두 알게 됐고 세계에서도 개유명해졌자너; 아직도 김연아 소치만 쳐도 러시아 그선수 이름이 나오는데 이게 노이즈 마케팅이 아니면 뭐란말임? 원래대로 경기결과가 나왔다면 저 선수는 김연아 발 끝도 못 따갔을 거고 한국인들은 저 선수 이름도 몰랐을텐데,0,없음
1493,이의정,이건 다시봐도 빡치네  소트니코바가 안은 사람이 심사위원 이라는데 친목질 개오지구요ㅋㅋㅋㅋㅋ그와중에 심사위원 표정 실환가요ㅋㅋㅋㅋ겁나 행복한 표정ㅋㅋㅋㅋ아주 영화를 찍는다 찍어^^  형광나방 쉐이크,0,없음
1494,엉덩이 왕,결론은 스포츠 같지도 않은 스포츠,0,없음
1495,lsjmsi,이래서 체점스포츠가 엿같다니까,0,없음
1496,마우스피스,그 와중에 심사위원한테 가서 안겼다고??  지들이 개쪽을 만드네... 으휴 빡대가리,0,없음
1497,WB L,이 작고 나약한 지구에서 무슨 짱 해보겠다고 푸틴ㅅㄲ....올림픽을 참나....,0,없음
1498,황필립의 잡동사니,소트니코바는 이 사건 이후로 은퇴하지 않았던가요?,0,없음
1499,지영,그 은메달은 백금이었으면 좋겠다,0,없음
1500,톡톡이슬,러시아만이 소트리코바를 1등이라 생각했다 오즉 그들만,0,없음
1501,집돌이리뷰왕,니코바인지 지코바인지 알고리즘..,0,없음
1502,보충제에 밥말아먹기,명불허전 독재국가 풉😂,0,없음
1503,GJ Lms,이탈리아도 대놓고 강도질이라는데 ㅋㅋㅋㅋ 야 이 날강도들아~!!!,0,없음
1504,나무늘보,연재는 불나방 인스타들어가 금메달사진  조아요누르죠~♡,1,없음
1505,bori Soo,분노장면: 2:45,0,없음
1506,이준범,"지금보니 스네이더,이니에스타 발롱  날강두 메시가 가로챈거랑 비슷하네",0,없음
1507,성이름,여기 소트니코바 약빨고 매수니 뭐니 하는거에대해 뭐라하시는분들은 박태환선수가 약물을했다는 정확학 팩트 기사떳을때 다똑같이욕하셧겠지? 근대이상하네 박태환 유튜브가면 그래도 레전드 의사때문 뭐이런 핑계들만 난무하던대,0,없음
1508,대한민국 쉴드,불곰의 나라는 요즘힘든 북극곰하고 같이 좀 사라져 줘야겠다,0,없음
1509,한화치킨스,어휴 비리가 판치는 더러운 빙상계,0,없음
1510,윤태형,이럴거면 왜 겨루냐,0,없음
1511,잘생기면 환장하는 타입,공산국에서는 올림픽 열지말자 ㅋㅋ 그리고 우리나라가 힘이 조또 힘없어서 져도 뭐라 못하자너,2,없음
1512,금금,공산국가가 그렇지 뭐..누가뭐래도 김연아다,0,없음
1513,익엌엑윽,하 이걸 왜 추천해줘서 밤에 열받아서 잠못다게 하니 유튜브야 후,0,없음
1514,캡틴 아메리카노,운동선수가 열심히 하면 뭐하냐? 정치인  한마디면 기록 날아가는데 일본때문에 김연아기록 아사다마오한테 뺏기질않나,0,없음
1515,어서와쩨케헤이,아니 근데 왜 동메달 딴 애는 심사위원한테 뛰어가서 안김? 설마 쟤도?,1,없음
1516,하겸,이래서 시진핑핑이 푸틴틴이 위험합니다,0,없음
1517,새우로얄뉴로얄,러시아는 유럽의 중국일뿐...,0,없음
1518,하루녹차,형광나비 아직도 기억나네,0,없음
1519,공룡맨,??? : 2등도 잘한거야~!!,0,없음
1520,최우주,"결국 러시아는 향후 4년간 국제스포츠대회 참가자격을 박탈당하게됩니다. 유로 2021, 2022 카타르월드컵 출전불가.",0,없음
1521,돌머리,근데 팩트는 김연아 선수는 예쁘고 반칙한 새끼들은 못생김,0,없음
1522,zazz midle,양심도 없네 러시아ㅋㅋ,1,없음
1523,M J,러시아 그들 만의 올림픽이였다 수준차이를 보여줘도 지들한테 다 돌아가는,0,없음
1524,고완석,이러고 1위한 나방은 공연 한 번하고 바로 은퇴했다던데,0,없음
1525,우니?너,소리 일부러 줄인건가여?,0,없음
1526,MD 재현,차피 피겨에서 금메달 주인이 연아느님꺼 아니면 의미없음,0,없음
1527,너의 모든 순간을 사랑해-!,볼 때마다 화나네,0,없음
1528,몽마,우리 주변 4국은 왜 항상 민폐짓만 골라서 할까 북중일러,0,없음
1529,김민우,왜 소리가 깨졌지?,0,없음
1530,그냥 하지 마 좀.하지 말라면,홍차가 그리도 무서웠더냐,0,없음
1531,Sus Jeobs,러시아 입장에서야 응 우리가 금메달~ 시간지나면 누가 기억이나 할꺼같아? ㅋㅋ 이런마인드일듯 ㅋㅋㅋ 역겹다,0,없음
1532,앙쿠,03:08 달려가는거 극혐이네,1,없음
1533,가득가득,소리가 왜 이러지..,0,없음
1534,정선우,Ioc는 처벌안하나?,0,없음
1535,손민준,소리 안들리잖아,0,없음
1536,이민수,시냇물동굴소리남,0,없음
1537,jamesjoyce,사기꾼 소트니코바 푸틴,0,없음
1538,peach,소리가 안나네요ㅠㅠㅠㅠ,0,없음
1539,o o,러시아반응이 제일 궁금한데,0,없음
1540,kkkkkkkkkkkkyeyeyedhdhcvdydfc,김연아도 어이없어하노,0,없음
1541,이자롱,해설자 피토하것네,0,없음
1542,한경원,사운드 왜 이러는거지? 나만 이런가 치지지쵸리치직로리팝 롤리치로리 리도치,1,없음
1543,W,2020년 출석하세요,1,없음
1544,아오,수치올림픽. 공산권 국가에서는 스포츠대회 개최못하게해라,0,없음
1545,랄뚜기,진짜 소리 존나작네,0,없음
1546,창드래곤,나만 찌르르 찌르르 욜케 이상하게 들림? 뭔가 배속한느낌...뭐지???,0,없음
1547,불토크,불나방년 이후로 피겨접고 옷팔고있음 농약긑은련ㅡㅡ 독사긑은년ㅡㅡ,0,없음
1548,ㄱㄱㅎ,저만 소리 이상한가요...,0,없음
1549,오베,앙 국뽕띠!,0,없음
1550,silosp,금메달 도둑ㄴ,0,없음
1551,MS L,이걸 이제보다니.. 일본 불매말고 러시아 불매한다 ㅅㅂ,0,없음
1552,신현경,카타리나....?,0,없음
1553,플레주세요,1:59 빵또아~ 갑자기 빵또아 먹고싶다,0,없음
1554,eddd diiee,시발 해설도 저작권 걸리냐? 왜 안나와,0,없음
1555,양경은,소리 안나는데?,0,없음
1556,RedCream,이거 소리 안들려요,0,없음
1557,함승환,저만 오디오 이상한가요..?,0,없음
1558,ᄋᄋ,? 나만 소리 아님?,0,없음
1559,기합,에휴 러하다 추시아야,0,없음
1560,강요요,저 형광나방이,1,없음
1561,chérie,2:45,0,없음
1562,먼노,? 뭐야 소리삭제된듯,0,없음
1563,제형,불나방,0,없음
1564,엠멕상디,공산주의가 그렇치 머,0,없음
1565,고드름,소트니는  이후로  안보임   ㅋㅋㅋ,0,없음
1566,ㅎㅎ,소리 왜이럼?,1,없음
1567,jaho Koo,빙신연맹은 뭐한거지?,0,없음
1568,메밀,늬들이 엠넷이냐?,2,없음
1569,유진오,카타리나?,0,없음
1570,박채연,0:01,0,없음
1571,결정체 SP,고등어팝니다,2,없음
1572,나,나만 이영상 소리안들리냐?,0,없음
1573,취권개고수,소리가 왜이래?,0,없음
1574,김형준,이거 소리가 저만 안들리나요??,0,없음
1575,Samuel Hah,그래서 일등이 누구라고? 이등은 김연안데 아 일등이 기억이 안나넼ㅋ,0,없음
1576,약속의날,소트니코바     ???????점프도    최하위인   너가   무슨   금메달이냐??심판과   사촌이냐???? 촌      연,0,없음
1577,호우주의보,나만 아무소리 안들림?,1,없음
1578,그레고르,소리 물떨어지는 소리만 남,1,없음
1579,드,소리  왜이러냐,0,없음
1580,정현성,나만 소리 이상하게 들림?,0,없음
1581,김갑부,정말 개빡치는 순간이었다..모두가 알고 지들도 알면서 메달은 정해놓고 경기는 그냥 쇼일뿐..개씨발 극악의 분노가 또 올라온다ㅜ,1,없음
1582,이문규,우리나라 뿐만 아니라 전세계에서 분노한 사건...,0,없음
1583,와칸다산로비,저때 당시에 이런 짤 돌아다녔는데 “우리나라 대통령도 해내지 못한 국민대통합을 일개 러시아 심판이 해냈다” 라고 ㅋㅋㅋㅋㅋ,0,없음
1584,Ding Gimu,연아언니.울때 나도 눈물나온다..진짜 쉬벌새기들...,1,없음
1585,도토리,우리나라 사람들 뿐 아니라 연느 경기에 팬이 되어 응원하던 모든 사람들이 분노 했음. 저때 이후로 올림픽 안 봄 .,0,없음
1586,ABAB,"김연아하면 떠오르는 말 “독고다이” 털끝만큼만 실수해도 나락으로 떨어진다는 걸 알면서, 그 압박 속에서도, 어차피 심판이 편파여서 안돼라는 핑계를 마음에 품고 일찌감치 포기할 수도 있었는데, 빙연 도움 같은 거 전혀 없이 오직 혼자만의 힘으로, 적진에 뛰어들어가서 클린 연기로 적들을 다 물리쳐버림...그 어린 나이에....",1,없음
1587,힝얼힝얼,다시봐도 열받는다,0,없음
1588,sh c,저런 비극이 2014년에 일어났었다 역사를 알아야한다 스포츠 정신에 위배되는 행동과 뻔뻔한 쌍판떼기를 기억해야 할것이다 세계적으로,0,없음
1589,seoul walk on,Rusia 도덕적,0,없음
1590,실바랩,우리연아~전세계는 알고있어 니가진짜 챔피언임을~우리보물!,0,없음
1591,김동하,축구는 메시 농구는 조던 골프는 우즈 피겨는 김연아,0,없음
1592,상상나무,후진국이라 그래요.. 우리나라도 후진국일때 88올림픽 했는데 창피할 정도로 편파판정 많았죠.. 러시아도 스스로 후진국임을 인정한거죠.. 다 알고 있는거지만..,0,없음
1593,조승진,난 항상 이렇게 사람 기준으로 점수 매기는 스포츠는 불안하더라 솔직히 딱봐도 하도 김연아 독주 체제 가니깐 그냥 대놓고 안준거야 피겨선수 출신 해설자도 그러자나 이건 우리 스포츠를 망치는거라고 점수 매기는 사람이 조꼴리면 안주는거지 뭐라 할수도 없어 ,0,없음
1594,김영준,이당시 정권을 잡은 당은 어디였을까요? 집권당은 어디였고. 대통령은 어디였을까요? 제대로 된 항의도 못했다는 것이 개탄스럽습니다.,0,없음
1595,Ella J,결과 나오고 뛰어가는 뒷모습이 ㅈㄴ 얄밉네. 어휴. 나이들면 지가 한짓이 얼마나 쪽팔린 일이었는지 좀 알길,0,없음
1596,김수진,2:47 이건 말도 안돼요,0,없음
1597,박도규,세상에서 가장 더러운 금메달과 가장 아름답고 빛난 은메달이었다,0,없음
1598,A그린,명예를 실추시키는 올림픽이지,0,없음
1599,미워하지 않아,나라가 약하니까 인생 갈아넣은 선수가 금메달을 강도당하지,0,없음
1600,쮸우우우,"저 때 쇼트 끝나고 세계 피겨판에서 푸틴이 점수로 장난친다는 말이 엄청 나왔었다. 그래서 이태리 뿐만 아니라 다른 중계에서도 이런 연기가 금이라고, 김연아 말고 누가 금을 가져가겠나고 그런 말을 엄청 많이 했고.",0,없음
1601,yh j,3:32 역겹다 뭐 잘했다고 가서 앵기고 울고.  스포츠 정신 다 갖다버리고 니가 그러고도 선수냐ㅋㅋ 부끄러운줄 알아야지,0,없음
1602,공무영,저렇게 더럽게 메달을 가져가고 싶을까. 더러운 심판..,0,없음
1603,- BSS,너무 당당히 주작해서 어이없다..,0,없음
1604,김프로,대대손손 영원히 남을 피계계의 흑역사 ! 불멸의 김연아!,0,없음
1605,우기,진짜 혹여나 점프 하나라도 실패했으면 진짜 어떻게 됐을지 ... 어후 생각도 하기 싫음 ㅠ,0,없음
1606,꾸꾸,러시아가 진정으로 피겨 미래를 생각하고 소트니코바를 생각했다면 저럴순 없지.... 이 뒤로 소트니코바 어디갔냨ㅋㅋㅋㅋㅋㅋ 멍청한 국가.. 김연아는 여전히 위대하다,0,없음
1607,작문어,저 해설자들도 한때 세계최고무대서 합을 겨루던 빙판 프라이드는 연아 못지않게 강한사람들이니까  금 은 동이 중요한게아니고 자신들이 가꾸고 달렸던 빙판이 더러워졌다는거에 분노가 치밀어 오르는듯,0,없음
1608,인천큰형,푸틴이 푸틴했네 독재도 지맘 금메달도 지맘 러시아엔 김재규 열사같은 분이 없는게 개탄 스럽다,0,없음
1609,사로,진짜 다시봐도 빡친다,1,없음
1610,코헨,100년 후에 이영상을 보는 분들이 계시다면 그때도 공정한 점수가 나올까요? `퀸`연아는 금메달을 도둑맞았습니다.,0,없음
1611,Su-Jin Kim,김연아가 미국 일본 중국 국적이었으면 이런 일이 없었겟지. 설령 있었다해도 러시아에 엄청 반발했을테고... 힘없는 국가에서 저리 잘 자라준게 고맙고도 한편으로는 죄송스런 생각이 드네..,0,없음
1612,김선영,"팩트: 김연아는 전 세계가 인정하는 피겨의 ""여왕"" 칭호를 가지고 있음. 소트니코바는 대놓고 친목질하는거 걸리는 여자고",0,없음
1613,i i,세상에서 가장 더럽고 추악한 금메달 그렇게 뺏어가놓고 맘편히 갖고있나보자,0,없음
1614,김채원,저건 좀 이상한 놈들이 연아님한테 은메달 준거고 세계는 연아님한테 금메달을 주고 싶어 해요,0,없음
1615,김승훈,이 대회를 기점으로 전세계의 금값이 떨어지고 있다......팩트........지금 이 순간에도,0,없음
1616,정진욱진욱,올림픽의 순수하고 신성한 이미지를 먹칠한  러시아 소치올림픽/// 더러운 올림픽이 되었던 스포츠////,0,없음
1617,Tom Davies,아이고 평창아.. 그때 이겼어야지,1,없음
1618,발사믹,뻔뻔한 도둑들이다. 아무나 도둑이 될 수 없고 부모로 부터 자식까지 또 그 자식 대대로 이어 질 것이다. 비겁하고 비굴하고 쪼잖한 인간들.,0,없음
1619,행복,소치라는 단어랑 러시라아는 단어만 들어도 천불남 난 2014동계올림픽 이후로 러시아도 일본만큼 증오함,0,없음
1620,남원,금메달이냐 은메달이냐 동메달이냐가 중요한게 아니라 내가 잘했냐가 중요하다. - 김연아 -,0,없음
1621,차도남,주작해도 소용없음. 본인들도 알겠지. 진짜 금메달이 누군지,0,없음
1622,YOUNG-IEL JANG,올림픽 역사상 가장 수치스런 소치올림픽.  금메달 하나 때문에 저런 뻔한 도둑질을 하다니.  러시아는 대국이 절대 못된다. 21세기에 저런 날강도짓이라니.,0,없음
1623,Viviena Shon,그녀의 완벽한 연기에  저 점수! 지금봐도 사기 러시아!!!! 해외방송인들 조차 뚜껑열리네요 ㅎㅎㅎ,0,없음
1624,착각은자유다,팩트는 김연아는 세계에서 인정받는 최고의 피겨 여왕이고 소트니코반가 뭔가 하는건 ㄹㅇ듣보잡ㅋㅋㅋㅋㅋ,0,없음
1625,슬기로운생활,2020년인데 지금 봐도 열폭이네요 실력도 나방같은 애한테 말도 안 되는 사건이었죠~~!!,0,없음
1626,cho hat,"The most dishonorable country on earth was the Sochi Olympic Games in Russia, where Russia stole Kim's medal  It's so ugly. Do you know that Russia is ashamed?",1,없음
1627,신은없다,여기서 중요한건 대충 들은 예기로는 이탈리아가 인종차별도 심하고 2002년 월드컵때의 앙심으로 한국인들 별로 안좋아한다고 알고있음...그럼에도 불구하고 저런반응은 진짜인거임...누가봐도 김연아가 금이였음...이건 러시아빼고 세상이 다 아는 사실이죠...러시아놈들은 그 한번의 금을 얻기 위해 피겨역사상 가장 위대한선수를 데려다 놓고 조작질을 했고 스포츠를 망쳤지,0,없음
1628,투더문,올림픽이 끝나고나서라도 제소해서 박탈시키고 국가자체에 징계먹여야 저런일이 안생기지,0,없음
1629,Y담호,두번다시는당신같은 연기을 펼치는 사람은 없습니다 당신에연기평가는 인간들이 평가할수있는 영역을 넘어서 결과가 그런것이지 심사위원 이되어서 먼훗날 자신에 연기을평가해보셔요,0,없음
1630,KyungJin Ju,Best or Nothing. 김연아는 그저 아무것도 아닌 Nothing에 불과합니다. 금메달이 아니면 2위는 수많은 루저중 1등이죠. 김연아 선수 이미 은퇴한걸로 알고 있는데 분발하고 싶어도 안타깝지만 영원히 저에겐 루저로 기억될거에요.,1,없음
1631,난옹팬,러시아는 금메달을 가로채고 대신 나라의 명예를 실추시킴.. 뭐가 중한지를 모르는거지. 아무도 인정해주지 않는 금메달.. 그건 아무런 가치도 없음,0,없음
1632,70대초반 모솔아다찐따,해외에서 일본인 친구한테 한국에 김연아에대해 얘기하게되었는데 모른다고 하더라 근데 아사다마오 라이벌이라고 말하니까 알아먹더라 ㅋㅋ,0,없음
1633,정광진,이때 독일 카타리나도 열뻗쳐서 방송촬영중에 찐텐빡침도 유명했죠 ㅋㅋ벤쿠버이후 세계는 김연아를 인정함,0,없음
1634,지은Lee,소치가아니라 국가(러시아)의 수치다,0,없음
1635,안효찬,진짜 더럽고 진짜 화났던....,0,없음
1636,onlyoneAh,이건 강도질이애요 ㅋㅋㅋㅋㅋㅋㅋ,0,없음
1637,Joo,이걸볼때마다 피가거꾸로솓는다,0,없음
1638,버즈더하기,그 와중에 아름답다,0,없음
1639,사로,러시아가 명예를 실추시키는 군요... 진짜 개빡친닿ㅎㅎㅎㅎㅎㅎ,1,없음
1640,지나가는행인,....나는 만약 후대에 '연아느님이 소트니코바 그년보다 떨어져서 안타깝게도 은메달을 차지했다' 라고 전해진다면 관에서 뛰쳐나올 것임이 틀림없어.,0,없음
1641,찐찐,연아 대인배,0,없음
1642,김승훈,심사위원에게 안겨 소트니가 했던 말 어머 나 어떻케 우리가 짜고 친게 먹혓네...ㅡㅡ,1,없음
1643,참지않는김마루,2019년11월 지금 몇년이 지났는데도 ㅂㄷㅂㄷ....,0,없음
1644,태환이 둘째누나,진짜 개빡쳐,0,없음
1645,루루,어휴 진짜 이 영상은 화나고 빡쳐서 보지를 못하겠어..당연히 금메달일줄 알았는데 아니어서 진짜 당황했고 러시아..공산국가가 그렇지 뭐 하면서 엄청 분개했음 진짜 더러움 저러고 싶은지...,0,없음
1646,Seong-Nam Nam,"2020년 3월말에 보면서 빡친다. 코로나19로 오늘도 이탈리아뿐 아니라 전세계 사망자수가 치솟고 있는 이때... 진단키트며, 방호복 등.. 러시아에는 도움주지 말자. 빡쳐...",0,없음
1647,Gatsby,러시아가 동계올림픽 마지막 여왕의 마무리를 개박살 내버렸다. 역사에 두고두고 남아서 조롱받을 것.,0,없음
1648,시오리,러시아는 전무후무한기록을 남의나라에게 뺏기는걸 싫어한다,0,없음
1649,나도 그렇게 생각해,러시아 스포츠 부정이구나 이미 러시아는 진거다..........................,0,없음
1650,blackhawk2429,아! 볼때마다 열받네 이거 아마 평생 열받을듯... 동냥도 주는 사람이 줘야 받는거지 이건 강도야. 억울한건 연아님이 제일 억울할텐데 참 너그럽네 암튼 세계가 인정한 퀸이니까 상관없지뭐. 세계가 인정한 날강도 소트니코바.,0,없음
1651,cho hat,Russia and Japan steal a medal like this,1,없음
1652,허벅지알꽉찬,결국 친목질로 따낸 금메달;,0,없음
1653,Cao Co,Non ci credo!,0,없음
1654,함정이죠,올림픽이망가진건 오래지이미..,0,없음
1655,벤투아님,소트니코바: 고마워요 저는 이 드러운 매달과 함께 홍차불곰의 배때지로 들어갑니다,0,없음
1656,Piribu is a man,러시아는 그렇게 올림픽에서 제외되고,0,없음
1657,이상한말,국뽕을 떠나 시벌 아무것도모르는사람이봐도 김연아가 훨씬잘했구만 실시간으로봤고 당연히 금메달이겠지 했는데ㅋㅋ,0,없음
1658,알코,지금봐도 개빡치네....하아,1,없음
1659,WC HACK.,하 욕나온다 근데 ㅋㅋㅋㅋㅋㅋ패드립도 나오겠네 심사위원,0,없음
1660,절식남,피겨여제도 화를 낸걸로 기억함,0,없음
1661,김똘망,2020년에도 빡치네요,0,없음
1662,lee_hj,이건 다시봐도 빡치네,0,없음
1663,배민성,누가 봐도 이상하지 져건,0,없음
1664,ayo dgworld,혐트니코바 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 추하다 추해,2,없음
1665,MaRo,"누가봐도 개사기극... 소트년, 그뒤로 계속부진을일삼다 결국엔 홀연히사라졌음... 진짜 나라개망신 금메달이며",1,없음
1666,오레오쿠앤크,은메달? 사실 백금메달이었다 금메달 따위가 쳐다보지도 못하는!,0,없음
1667,sung wom,나방 저거 메ㅣ달따고  난후 모든대회 불참 다른 대회 메달이 없는 최초의  선수 ㅋㅋ 그리고 현재 은퇴.,0,없음
1668,V가자고,그 두발착지 형광나방한테 무슨....,1,없음
1669,nkm0331,썩어빠진 러시아올림픽 당시썩은심사위원들 돈얼마나 처먹었을꼬?,1,없음
1670,green forest,금보다 값진 은... 연느,0,없음
1671,jongdori,러시아 쪽팔린줄알아야하지,0,없음
1672,1 no,흥분하며 노노노노노노노노? 왜? 이건 강도질이예요! 이게 정답이지 강도ㅠ,0,없음
1673,프로,더럽고 추악해,0,없음
1674,고래밥,저것도 올림픽이라고,0,없음
1675,강강키,6년이지나도 빡치네,0,없음
1676,김수희,우리연아 불쌍해 죽겠어 저때 생각하면  지금도 잠을 못자 씨부랄~,0,없음
1677,80 toronet,이때 이미 금메달은 정해져있었슴...러시아의 그 꼬맹이가 금메달1순위였고...2순위가 그 나비뇬이였는데...꼬맹이가 넘어지는 실수를 하는바람에 나비뇬한테 전부 밀어준거임 그나비뇬은 지금 뭐하고 있을라나.........,0,없음
1678,북극곰,하여간..공산국가란..,0,없음
1679,뱅마토,영상 두개가 자연스럽게 붙어있네 ㅂㄷㅂㄷ,0,없음
1680,웃긴바04,제일 더러웠던 올림픽,0,없음
1681,강은솔,메달 내놔 스바시바 나방아,1,없음
1682,Ogle Ogle,올림픽 공홈 영상에도 은메달인 김연아 영상을 올림..   소트니코바는 금메달따고도 네일샾 차렸다며? ㅋㅋ  빙판 근처에 얼씬도 마라 氷 神아,0,없음
1683,이준석,매수 ㅈ되고~~  ㅆㅂ 얼마 쳐받았냐?,0,없음
1684,윤아침,이게 자본주의미소다 알겠냐?,0,없음
1685,하늘천사,난 이제 천천히 보네 남들 한창 티비볼때 안보다가.. 잘하는 모양이다 잘하기는 난 카타리나비트좋아해서~,0,없음
1686,Daniel Heo,KBS 공영방송에서 폐막식 할 때 메달리스트들을 자막으로 띄웠는데 김연아 은메달(실제로는 금메달)이라고 쓰는 것 봤어요.,0,없음
1687,채널설정,공산국가를 멀리하자,0,없음
1688,Go Diamond,또 봐도 열받네!!!!!!!!!!!!!! 형광불나방개지랄년에게 금뺏긴거.... 503 성형수술 쳐해대느라 연아의 금메달 이의제기 하지듀 않은게 더 열불나네!!!!!!!!,1,없음
1689,나무,최소한 소리는 나야하지 않나? 확인도 안 하규 업로드 한건가 아님 알면서 그냥 업로드 한건가;,0,없음
1690,번개천둥,역사에 길이 추하게 남을 쓰레기 판정.  쓰레기를 양성하는 러시아.  젊은 애들 장래가 없어 불쌍하네,0,없음
1691,ᄋᄋ,그렇게 금메달 형광나방행,0,없음
1692,버거넴,응 매수~,0,없음
1693,M S,흠... 만약 김연아가 미국인이었다면 그래도 은메달이었겠지??,0,없음
1694,판다,지들끼리 놀고있넼ㅋㅋㅋ 쇼하고 점수주고 ㅋㅋㅋㅋ 아주 ㅈㄹ,0,없음
1695,달수,왜 이상한 소리만나ㅑ?,0,없음
1696,sy l,금메달 딴 나방은 지금 어디에? 나방아~,0,없음
1697,WM워치매거진,다시봐도 열받네 ㅋㅋ 푸틴 이새끼야...,0,없음
1698,박승빈,야도패스 찡그린인상 신경질잘낼것같고ㅋ,0,없음
1699,돈땃쥐미,난 저때 김연아가 받은 은메달이 금메달로 보였음. 저때 뻔뻔히 금매달 단 색히 거는  ㄱ ㅐ똥색으로보였음;;; 뭐지? 저거 왜 저딴거에 달려있지?,0,없음
1700,예지퀸,2020년에 와서도 빡쳐서 뒤집어지고 갑니다 연아퀸 노란나방같은 구데기 색기,1,없음
1701,고향만두,ㅋㅋㅋㅋ 그래서 소트니코바는 지금 뭐하고산대냐?,0,없음
1702,용사님,볼때마다 개빡치네,0,없음
1703,나루,소트니 갸는 그게마지막 무대였지,0,없음
